Actual_Delta,Predicted_Delta,Absolute_Error
0.01305,0.04703648,0.03398648015856743
0.98293,0.99970776,0.01677775842666629
0.96394,0.9992238,0.035283828315734844
0.98556,0.99116313,0.005603134574890145
0.94196,0.99536407,0.05340406993865965
0.95043,0.9877791,0.03734908086776734
0.93188,0.9806106,0.04873060905456539
0.92568,0.96484137,0.03916136581420904
0.90661,0.93253684,0.025926840438842746
0.9071,0.8871938,0.019906200981140154
0.87972,0.8812583,0.001538308887481743
0.86194,0.83202976,0.029910240116119424
0.82468,0.81531215,0.009367852859497039
0.79669,0.74962574,0.04706425756454469
0.74757,0.71980685,0.027763150043487506
0.69346,0.68018043,0.013279569587707485
0.64346,0.5923138,0.05114617391586307
0.57848,0.54259384,0.0358861632156372
0.51202,0.48983267,0.022187330503463776
0.43942,0.3949529,0.044467106742858864
0.37055,0.34396693,0.026583068895339956
0.30626,0.29971477,0.0065452261066436535
0.24803,0.25058174,0.002551741333007812
0.1968,0.21684332,0.02004332191944122
0.15297,0.17847514,0.02550514152526856
0.1165,0.15490113,0.03840113198757171
0.08693,0.11995929,0.0330292873454094
0.06357,0.10936528,0.04579527699232101
0.04557,0.08147482,0.03590481828927994
0.03194,0.06473955,0.03279954766988754
0.01595,0.039225828,0.023275827902555467
0.01209,0.03542176,0.023331758890151977
0.97596,0.9985279,0.022567884483337353
0.97978,0.9954951,0.015715080947875992
0.96404,0.9951332,0.031093221149444572
0.96915,0.9901708,0.021020776844024702
0.95232,0.9879694,0.0356493984985351
0.9332,0.93584776,0.0026477592468261424
0.90603,0.89534813,0.010681868343353274
0.86784,0.8498495,0.017990477886199896
0.81452,0.7878183,0.026701687355041526
0.7278,0.7250772,0.0027227881431579615
0.63425,0.60550165,0.028748348236083965
0.51755,0.4686277,0.048922308731079056
0.39326,0.37257016,0.020689842948913573
0.28127,0.28259784,0.0013278398323058882
0.18918,0.20780629,0.018626289196014417
0.11966,0.14561951,0.02595951160430908
0.07124,0.10253724,0.031297237107753756
0.03998,0.06593433,0.025954330224990843
0.03086,0.06287429,0.03201428736686707
0.01696,0.03896389,0.022003891565799714
0.01411,0.03474647,0.02063647179245949
0.98645,0.9990005,0.012550489711761426
0.98147,0.9927322,0.011262226848602341
0.96591,0.99188775,0.025977748241424514
0.9767,0.969114,0.007585994434356702
0.96035,0.96064085,0.0002908476829528439
0.88624,0.8989771,0.012737100849151584
0.86266,0.8251669,0.037493118915557844
0.81126,0.7484927,0.06276728225708006
0.72639,0.6983398,0.02805018009185789
0.62839,0.6167159,0.011674091949462895
0.523,0.48337874,0.03962126183509829
0.41034,0.39124203,0.01909797271728514
0.30676,0.30658308,0.0001769232845306168
0.1963,0.20032592,0.0040259211778640724
0.12583,0.14416267,0.01833266977787018
0.09566,0.11822849,0.022568487670421605
0.05897,0.08451998,0.02554998233795166
0.03474,0.055711854,0.020971854249238968
0.01692,0.036976196,0.020056195871829986
0.01505,0.029661993,0.014611992564797402
0.96735,0.977013,0.00966299190521236
0.95028,0.968369,0.01808900711059569
0.93704,0.9590645,0.02202448364257814
0.92006,0.93915474,0.019094744148254406
0.89813,0.9186218,0.020491778488159196
0.86964,0.88244337,0.012803368434906037
0.83243,0.8378003,0.00537032396316528
0.76907,0.790216,0.021146028690338103
0.70705,0.7136811,0.006631101799011274
0.62183,0.6401492,0.018319176120758063
0.53188,0.520117,0.011763015155792256
0.43522,0.43225574,0.0029642550659179645
0.32809,0.3093011,0.018788891878128045
0.24214,0.23608346,0.006056537165641779
0.17143,0.17474622,0.0033162153434753427
0.11649,0.12789571,0.011405712852478031
0.07605,0.08916485,0.013114853096008294
0.06411,0.077954106,0.013844106032848358
0.0416,0.05416418,0.01256417866945267
0.0262,0.036604058,0.010404057997465133
0.01604,0.024639647,0.008599647454023363
0.01553,0.022417022,0.006887021915316581
0.96967,0.98130614,0.011636135654449431
0.94147,0.97358334,0.0321133406448364
0.94026,0.9616536,0.02139359020233156
0.92917,0.9490271,0.019857121067047068
0.91571,0.93342674,0.01771673778533933
0.86433,0.901738,0.03740798799514766
0.83735,0.8480622,0.010712217235565147
0.78904,0.82283103,0.03379103466033939
0.7346,0.7835796,0.048979587936401336
0.67529,0.7439979,0.068707871875763
0.61727,0.660821,0.043551020603179946
0.54816,0.6027865,0.054626481380462666
0.47337,0.48514527,0.01177527082443236
0.40099,0.41205,0.011060008773803698
0.33325,0.341,0.007749990701675424
0.25059,0.24397977,0.006610233035087565
0.19451,0.18772022,0.006789775738716114
0.14766,0.14410773,0.0035522708034515516
0.10971,0.10897452,0.0007354836082458516
0.07982,0.08141378,0.0015937831330299357
0.07487,0.0723136,0.0025564007115364135
0.05503,0.057524808,0.002494807751178739
0.03984,0.043176427,0.0033364274835586544
0.02842,0.032845225,0.004425225185155868
0.01999,0.024567304,0.004577304179072379
0.01387,0.017114226,0.003244225775003433
0.98522,0.9971424,0.011922374515533463
0.98521,0.99619776,0.010987760105133026
0.98303,0.9939673,0.010937294692993205
0.97272,0.99355716,0.020837155132293672
0.98484,0.98920316,0.004363155040740918
0.97824,0.9868707,0.008630706081390382
0.97115,0.98057336,0.009423356151580853
0.95996,0.97718686,0.01722685865402218
0.96185,0.96503556,0.0031855577468872243
0.94706,0.95909816,0.012038160266876208
0.93896,0.94869107,0.00973107007980345
0.91771,0.93883574,0.021125740089416478
0.90472,0.9130681,0.00834811571121219
0.87512,0.9039883,0.028868301753997794
0.8406,0.88544655,0.04484654846191405
0.81483,0.8440171,0.02918708841323847
0.76999,0.82652116,0.05653115821838384
0.73208,0.7588745,0.026794475955963182
0.67646,0.7132476,0.036787597217559864
0.61796,0.66592276,0.04796276096343999
0.55829,0.5743335,0.016043488941192674
0.49329,0.50763077,0.014340765438079828
0.42981,0.44939858,0.019588577213287328
0.36935,0.3748704,0.0055203896999359015
0.29363,0.28393617,0.00969382727622986
0.23978,0.22530146,0.014478540568351739
0.19269,0.18314093,0.009549066486358643
0.15246,0.14265832,0.009801676950454724
0.11882,0.11118281,0.007637191123962397
0.09126,0.08612079,0.005139208266735071
0.06911,0.065977894,0.0031321062302589464
0.05164,0.052132525,0.0004925245499610917
0.03808,0.040537648,0.002457647902965543
0.04047,0.034845702,0.005624297649860381
0.03054,0.02565603,0.004883970417976381
0.01691,0.016843304,6.669596195221089e-05
0.98646,0.9878961,0.0014360847854614223
0.96586,0.97138613,0.005526134624481149
0.95384,0.97062093,0.016780930194854715
0.94802,0.95848435,0.010464351634979274
0.92258,0.9425836,0.020003620548248335
0.91234,0.91877574,0.006435737285613974
0.88683,0.91017216,0.023342164440155022
0.85728,0.89197373,0.0346937339019775
0.8374,0.86945426,0.03205426464080807
0.79942,0.834092,0.034672020988464336
0.77027,0.7923292,0.02205919216156005
0.72297,0.75833875,0.03536874940872192
0.67257,0.7168052,0.044235219650268554
0.62488,0.6459149,0.021034912223815927
0.56691,0.59301484,0.026104836311340307
0.50874,0.5302911,0.021551080474853546
0.45161,0.4697093,0.018099306955337513
0.38258,0.37070546,0.011874544458389258
0.32674,0.31847352,0.008266482105255102
0.27553,0.26100448,0.01452552226066589
0.22949,0.21641408,0.013075920929908752
0.18884,0.17423297,0.014607025351524361
0.15359,0.13998784,0.013602158751487736
0.12352,0.11129568,0.012224322278499608
0.09826,0.08754927,0.010710730800628662
0.07735,0.07022835,0.00712164685726166
0.06028,0.05408484,0.006195158838033676
0.04652,0.044677723,0.0018422768008708942
0.03557,0.03228732,0.003282681740522382
0.02696,0.025502698,0.0014573015040159239
0.02026,0.022012495,0.0017524945044517515
0.02412,0.021377565,0.00274243466079235
0.01865,0.015708573,0.0029414268374443053
0.01095,0.010802601,0.0001473985359072682
0.98448,0.98576456,0.00128456308364866
0.92573,0.9405496,0.014819612045288033
0.8953,0.9062605,0.010960490417480484
0.82182,0.85350883,0.03168883007049561
0.78611,0.8246853,0.03857527555465701
0.74755,0.79497045,0.047420452785491896
0.71606,0.7386119,0.022551876964569062
0.67058,0.70029247,0.029712468070983933
0.62353,0.6700291,0.0464991037559509
0.57566,0.6240899,0.04842989667892461
0.52436,0.5318209,0.007460893287658643
0.47308,0.48256624,0.009486237449645996
0.42328,0.42092806,0.0023519389915466204
0.37565,0.3769446,0.0012946015357971352
0.33072,0.323395,0.007324986190795912
0.26719,0.24586229,0.02132770973682402
0.22715,0.19719303,0.029956973457336417
0.19137,0.17413968,0.017230321521759046
0.15984,0.14133126,0.018508744564056406
0.13238,0.115239285,0.017140715067386625
0.10876,0.09435883,0.014401168355941768
0.08866,0.07725185,0.0114081484413147
0.05763,0.051042024,0.006587975953817368
0.05143,0.04044627,0.010983729742765423
0.03399,0.024623306,0.009366693531870841
0.98615,0.9773367,0.008813295269012422
0.95213,0.96110827,0.008978267307281462
0.93274,0.9419251,0.009185108432769762
0.9068,0.91665894,0.00985893793106074
0.88431,0.89625555,0.011945552768707235
0.85895,0.8898877,0.030937690544128427
0.84393,0.8622074,0.018277412719726605
0.81259,0.8480538,0.03546381298065182
0.74214,0.7965161,0.05437612043380735
0.67032,0.7022923,0.031972323112487766
0.58228,0.62535745,0.043077449054718
0.48726,0.51196116,0.024701162090301487
0.39598,0.3991627,0.003182709712982179
0.29253,0.2721267,0.020403295545578015
0.21775,0.19529293,0.02245706522464752
0.15742,0.1367043,0.020715704126358037
0.11076,0.09434061,0.016419392476081845
0.076,0.0637523,0.012247698962688444
0.05096,0.04370449,0.007255508891344069
0.03285,0.026131544,0.006718455737829206
0.02221,0.016235366,0.005974633536338807
0.01483,0.012733398,0.002096601994633674
0.01116,0.005861425,0.005298575159013271
0.8633,0.8609955,0.0023045285224914114
0.71061,0.72229886,0.011688860549926794
0.67078,0.6829955,0.012215498180389361
0.62988,0.659416,0.02953601991653443
0.5893,0.5902188,0.0009187824249267118
0.54682,0.5691526,0.022332593612670926
0.49959,0.5007701,0.0011800920104980683
0.45584,0.4306026,0.02523738988876345
0.4135,0.4010726,0.012427408456802347
0.37294,0.34489834,0.028041656913757318
0.31465,0.29282495,0.021825046205520615
0.24132,0.21232411,0.028995887346267707
0.20934,0.17959405,0.029745945181846617
0.1805,0.15498687,0.025513126730918878
0.13191,0.110776946,0.02113305405139923
0.11184,0.093865216,0.017974784221649165
0.07919,0.067159414,0.01203058570861816
0.06615,0.05607079,0.010079210305213929
0.8897,0.89545786,0.005757863807678176
0.79965,0.82051766,0.020867659187316923
0.74569,0.76178336,0.01609336143493656
0.67174,0.696347,0.024606998214721676
0.5951,0.57883424,0.01626576433181759
0.51051,0.48494402,0.025565984258651753
0.42888,0.40606403,0.022815966491699202
0.35319,0.33155566,0.021634335460662846
0.26254,0.2287966,0.033743398704528804
0.20178,0.16849361,0.03328638639926909
0.15196,0.12943207,0.02252793272495271
0.11232,0.09418895,0.018131049044132236
0.0816,0.06820688,0.013393123483657843
0.05736,0.042367067,0.01499293281197548
0.03049,0.023230227,0.007259773289561271
0.98918,0.97837365,0.010806353263854929
0.9833,0.95724446,0.02605554418563838
0.96197,0.956948,0.0050220176887512125
0.95129,0.9464065,0.004883516349792449
0.93483,0.9275713,0.0072587033081055186
0.90142,0.9042746,0.002854582862854005
0.89418,0.8890061,0.00517392175674436
0.8724,0.8659952,0.006404771709442092
0.84838,0.84890735,0.0005273514938354262
0.82226,0.8368389,0.014578901042938242
0.79422,0.8202698,0.026049823074340783
0.77578,0.77618855,0.0004085523796081292
0.74301,0.75462323,0.011613234272003226
0.70875,0.71772224,0.008972237110137948
0.67335,0.69204885,0.018698847675323482
0.63716,0.65118575,0.014025750961303762
0.60055,0.6332518,0.0327017862319946
0.56383,0.55841374,0.005416256027221733
0.52234,0.52154374,0.0007962587738037374
0.48338,0.47970653,0.0036734741973876717
0.44537,0.44104496,0.004325043554306018
0.40858,0.38009608,0.02848392208099365
0.37327,0.35362312,0.019646878023147574
0.33964,0.30080295,0.038837053909301755
0.28571,0.25170073,0.03400927086830141
0.25438,0.22550318,0.028876823549270625
0.22546,0.19600275,0.029457248411178583
0.19895,0.16463915,0.03431085486412047
0.17483,0.15036638,0.024463619189262403
0.1334,0.11259402,0.02080597665309905
0.10029,0.08358075,0.016709252753257756
0.05447,0.047599196,0.0068708035659790015
0.05545,0.042887103,0.012562897187471389
0.04168,0.03251605,0.009163948916196825
0.01241,0.010744783,0.0016652169039845458
0.93692,0.92592394,0.01099605648040769
0.92273,0.91516155,0.007568449954986622
0.90121,0.87884563,0.022364367923736528
0.86078,0.84803766,0.012742339878082265
0.83784,0.8412554,0.0034154264068603224
0.81325,0.8250254,0.011775379657745333
0.78719,0.80135083,0.014160831985473687
0.74031,0.73476386,0.005546139297485375
0.67718,0.68004405,0.0028640549850463826
0.61161,0.6137287,0.0021187020683288704
0.54146,0.5219183,0.01954170318603521
0.4716,0.45733377,0.014266226625442524
0.40526,0.37985578,0.02540421820640565
0.34388,0.315836,0.02804398763656618
0.26465,0.22609492,0.03855508353710174
0.21374,0.1801907,0.03354930268764497
0.13436,0.114033684,0.02032631586551667
