Option_Type,Actual_Delta,Predicted_Delta,Absolute_Error,Squared_Error
call,0.97863,0.9971534013748169,0.018523401374816895,0.0003431163984925684
call,0.12666,0.06658030301332474,0.06007969698667526,0.003609569990010716
call,0.44436,0.5526829957962036,0.10832299579620364,0.01173387141826435
call,0.00921,0.07811996340751648,0.06890996340751648,0.0047485830568252604
call,0.72596,0.6921976804733276,0.03376231952667241,0.0011398942198211253
call,0.84521,0.7746959924697876,0.07051400753021242,0.004972225257970854
call,0.90744,0.893722414970398,0.013717585029602075,0.00018817213904436298
call,0.96635,0.9845761060714722,0.018226106071472126,0.0003321909425285531
call,0.08937,0.06151694431900978,0.027853055680990224,0.0007757927107683418
call,0.5083,0.5548772215843201,0.046577221584320094,0.002169437570514854
call,0.34825,0.5059682726860046,0.15771827268600463,0.024875053539056915
call,0.8673,0.8535062074661255,0.013793792533874472,0.0001902687124675711
call,0.2623,0.4256420433521271,0.1633420433521271,0.02668062312644817
call,0.41379,0.44614869356155396,0.032358693561553964,0.001047085049010554
call,0.96554,0.9815205931663513,0.015980593166351365,0.00025537935794843594
call,0.85018,0.7747732400894165,0.07540675991058354,0.0056861794402123895
call,0.92684,0.8938336372375488,0.03300636276245117,0.0010894199828065231
put,-0.46114,4.8613041144562885e-05,0.46118861304114456,0.21269493679881457
put,-0.04834,1.1407775147358689e-15,0.04834000000000114,0.00233675560000011
put,-0.0201,9.029038072760898e-10,0.020100000902903807,0.00040401003629673385
put,-0.58617,1.5959807342369459e-06,0.5861715959807342,0.3435971399346011
put,-0.37907,2.0059676444361685e-06,0.37907200596764445,0.14369558570833388
put,-0.01214,3.3058231707627783e-09,0.01214000330582317,0.0001473796802653975
put,-0.43578,0.00110350432805717,0.43688350432805717,0.19086719635396354
put,-0.00099,7.521983460855318e-30,0.00099,9.801e-07
put,-0.0897,2.4505308806460624e-12,0.08970000000245053,0.008046090000439625
put,-0.19974,5.081653853267198e-07,0.19974050816538533,0.03989627060216636
put,-0.00511,1.8706553233521772e-16,0.005110000000000187,2.6112100000001915e-05
put,-0.00659,3.959144130138389e-19,0.00659,4.3428100000000005e-05
put,-0.19561,3.517301294664321e-08,0.19561003517301295,0.03826328586038737
put,-0.17116,4.474519421648893e-09,0.17116000447451943,0.029295747131717512
put,-0.22361,3.68239994052999e-10,0.22361000036824,0.050001432264684294
put,-0.15404,2.459322190340174e-10,0.15404000024593223,0.0237283216757668
put,-0.75751,1.8703157422805816e-07,0.7575101870315742,0.5738216834566106
put,-0.01261,4.751064552356837e-15,0.012610000000004751,0.00015901210000011983
put,-0.16257,2.255472475454212e-09,0.16257000225547247,0.026429005633344323
put,-0.00073,1.0589920699850003e-34,0.00073,5.328999999999999e-07
put,-0.54313,0.0006944354972802103,0.5438244354972802,0.2957450166439355
put,-0.04616,3.286361902610224e-07,0.04616032863619026,0.0021307759398010865
put,-0.09012,1.741122832754627e-05,0.09013741122832755,0.00812475290294463
put,-0.01417,4.051337487709361e-09,0.014170004051337488,0.00020078901481492082
put,-0.10082,1.127119020338796e-08,0.10082001127119021,0.010164674672722921
put,-0.54025,3.515691204825089e-08,0.5402500351569121,0.2918701004870447
put,-0.00392,2.3867656802712592e-20,0.00392,1.53664e-05
put,-0.02333,6.779647898175157e-15,0.02333000000000678,0.0005442889000003163
put,-0.19267,1.0127306495633093e-06,0.19267101273064957,0.03712211914665413
put,-0.06154,1.1601415508266655e-06,0.061541160141550824,0.0037873143915680037
put,-0.43008,4.094953109240462e-12,0.43008000000409496,0.1849688064035223
put,-0.61877,6.14945236065978e-07,0.6187706149452361,0.38287707391970566
put,-0.1144,1.4379438972866865e-08,0.11440001437943897,0.013087363290015844
put,-0.13743,3.4083943774021463e-06,0.1374334083943774,0.018887941742895722
put,-0.0226,1.1840349371706105e-34,0.0226,0.00051076
put,-0.5107,3.2973210295494937e-07,0.510700329732103,0.2608148267884787
put,-0.00065,-0.0,0.00065,4.225e-07
put,-0.37775,9.154146596301871e-07,0.3777509154146596,0.1426957540966133
put,-0.00067,-0.0,0.00067,4.4890000000000006e-07
put,-0.00119,-0.0,0.00119,1.4161000000000003e-06
put,-0.34332,9.130433090360004e-14,0.34332000000009133,0.11786862240006271
put,-0.00298,1.3302296135042278e-21,0.00298,8.8804e-06
put,-0.158,5.831079629225826e-16,0.15800000000000058,0.024964000000000184
put,-0.6169,1.4062823538552038e-05,0.6169140628235386,0.3805829609094449
put,-0.10569,1.10194891406179e-11,0.1056900000110195,0.0111703761023293
put,-0.45697,0.0002991248620674014,0.4572691248620674,0.20909505255212096
put,-0.32573,1.2435420531850538e-12,0.3257300000012436,0.10610003290081015
put,-0.00086,4.045300179541268e-31,0.00086,7.396e-07
put,-0.02553,2.1204714073519426e-07,0.025530212047140736,0.00065179172717197
