strike,expiration,days_to_expiry,last,bid,ask,mid_price,volume,open_interest,delta,gamma,theta,vega,implied_volatility,moneyness,spread_pct
235.0,2025-08-22,3,1.17,1.16,1.18,1.17,35670,41626,0.2791,0.0509,-0.2851,0.0812,0.2734,2.9375,1.7094
237.5,2025-08-29,10,1.69,1.66,1.7,1.68,3295,3149,0.278,0.033,-0.1626,0.1345,0.2539,2.9688,2.381
275.0,2026-06-18,303,7.55,7.35,7.45,7.4,14,2353,0.2711,0.0073,-0.0313,0.6981,0.2149,3.4375,1.3514
255.0,2025-12-19,122,4.64,4.5,4.6,4.55,73,6273,0.2686,0.0114,-0.0454,0.4421,0.2149,3.1875,2.1978
300.0,2026-12-18,486,8.2,8.1,8.3,8.2,35,4030,0.2682,0.0053,-0.0274,0.8788,0.2344,3.75,2.439
320.0,2027-06-17,667,9.3,9.25,9.5,9.375,1,721,0.2673,0.0045,-0.0241,1.0277,0.2344,4.0,2.6667
270.0,2026-04-17,241,6.2,6.0,6.2,6.1,69,1,0.2602,0.008,-0.0335,0.61,0.2149,3.375,3.2787
260.0,2026-01-16,150,4.6,4.45,4.55,4.5,1037,55844,0.2545,0.01,-0.0403,0.4764,0.2149,3.25,2.2222
240.0,2025-09-05,17,1.7,1.64,1.72,1.68,991,5659,0.2494,0.0264,-0.1126,0.1627,0.2344,3.0,4.7619
265.0,2026-02-20,185,5.25,5.1,5.2,5.15,19,1371,0.249,0.009,-0.0364,0.5226,0.2149,3.3125,1.9417
242.5,2025-09-19,31,2.31,2.26,2.32,2.29,255,0,0.2484,0.0216,-0.0792,0.2165,0.2149,3.0312,2.6201
290.0,2026-09-18,395,7.4,7.3,7.4,7.35,31,273,0.243,0.0061,-0.0263,0.7527,0.2149,3.625,1.3605
280.0,2026-06-18,303,6.43,6.25,6.4,6.325,24,9194,0.2415,0.0069,-0.0292,0.6573,0.2149,3.5,2.3715
340.0,2027-12-17,850,10.4,9.1,10.5,9.8,6,106,0.2395,0.0041,-0.0193,1.0948,0.2149,4.25,14.2857
270.0,2026-03-20,213,5.25,5.1,5.2,5.15,781,4403,0.2374,0.0081,-0.0334,0.5464,0.2149,3.375,1.9417
330.0,2027-06-17,667,7.83,7.8,7.95,7.875,5,1181,0.2364,0.0042,-0.0223,0.963,0.2344,4.125,1.9048
245.0,2025-09-26,38,2.27,2.13,2.31,2.22,609,1037,0.2286,0.0187,-0.0689,0.2284,0.2149,3.0625,8.1081
290.0,2026-08-21,367,6.75,6.4,6.65,6.525,1,61,0.2278,0.0061,-0.026,0.7001,0.2149,3.625,3.8314
275.0,2026-04-17,241,5.1,4.95,5.6,5.275,3,0,0.2273,0.0075,-0.0308,0.5671,0.2149,3.4375,12.3223
255.0,2025-11-21,94,3.35,3.25,3.35,3.3,1402,4450,0.2271,0.0119,-0.046,0.3551,0.2149,3.1875,3.0303
345.0,2027-12-17,850,9.55,8.4,9.85,9.125,3,35,0.2259,0.004,-0.0186,1.0598,0.2149,4.3125,15.8904
260.0,2025-12-19,122,3.48,3.4,3.45,3.425,2236,14973,0.2199,0.0103,-0.0403,0.3967,0.2149,3.25,1.4599
295.0,2026-09-18,395,6.45,6.4,6.5,6.45,5,580,0.2198,0.0057,-0.0246,0.7116,0.2149,3.6875,1.5504
280.0,2026-05-15,269,5.4,5.25,5.35,5.3,33,456,0.2184,0.0069,-0.0287,0.5854,0.2149,3.5,1.8868
310.0,2027-01-15,514,7.3,7.15,7.3,7.225,2,1692,0.2155,0.005,-0.0219,0.8025,0.2149,3.875,2.0761
250.0,2025-10-17,59,2.33,2.3,2.34,2.32,1547,19155,0.2155,0.0146,-0.0547,0.2739,0.2149,3.125,1.7241
285.0,2026-06-18,303,5.5,5.35,5.45,5.4,14,2918,0.2143,0.0064,-0.027,0.6145,0.2149,3.5625,1.8519
350.0,2027-12-17,850,8.65,7.7,9.15,8.425,23,511,0.213,0.0038,-0.0178,1.0244,0.2149,4.375,17.2107
265.0,2026-01-16,150,3.57,3.45,3.55,3.5,116,30306,0.2124,0.0091,-0.036,0.4308,0.2149,3.3125,2.8571
270.0,2026-02-20,185,4.25,4.1,4.2,4.15,135,4290,0.212,0.0082,-0.0329,0.4776,0.2149,3.375,2.4096
340.0,2027-06-17,667,6.57,6.55,6.7,6.625,5,898,0.2084,0.0039,-0.0205,0.8961,0.2344,4.25,2.2642
240.0,2025-08-29,10,1.12,1.1,1.12,1.11,8214,18577,0.2043,0.0279,-0.1366,0.1137,0.2539,3.0,1.8018
310.0,2026-12-18,486,6.65,6.5,6.65,6.575,2,504,0.2032,0.0049,-0.0215,0.7538,0.2149,3.875,2.2814
245.0,2025-09-19,31,1.73,1.72,1.74,1.73,2797,48585,0.2002,0.0191,-0.0696,0.1915,0.2149,3.0625,1.1561
300.0,2026-09-18,395,5.65,5.6,5.7,5.65,1,890,0.1982,0.0054,-0.023,0.6696,0.2149,3.75,1.7699
280.0,2026-04-17,241,4.25,4.1,4.25,4.175,16,1,0.1975,0.0069,-0.0281,0.5223,0.2149,3.5,3.5928
242.5,2025-09-05,17,1.2,1.16,1.2,1.18,370,0,0.1906,0.0226,-0.0958,0.1394,0.2344,3.0312,3.3898
290.0,2026-06-18,303,4.75,4.55,4.65,4.6,23,2627,0.1893,0.006,-0.0248,0.5705,0.2149,3.625,2.1739
360.0,2027-12-17,850,7.55,6.5,7.9,7.2,5,333,0.1889,0.0036,-0.0164,0.9532,0.2149,4.5,19.4444
245.0,2025-09-12,24,1.31,1.29,1.33,1.31,636,3361,0.1873,0.019,-0.0812,0.1625,0.2344,3.0625,3.0534
300.0,2026-08-21,367,4.95,4.55,5.05,4.8,2,74,0.1832,0.0053,-0.0224,0.615,0.2149,3.75,10.4167
350.0,2027-06-17,667,5.5,5.5,5.65,5.575,10,2861,0.1831,0.0036,-0.0188,0.8285,0.2344,4.375,2.6906
320.0,2027-01-15,514,5.9,5.75,5.9,5.825,3,6571,0.181,0.0045,-0.0194,0.722,0.2149,4.0,2.5751
275.0,2026-02-20,185,3.37,3.25,3.35,3.3,142,5710,0.179,0.0074,-0.0294,0.431,0.2149,3.4375,3.0303
265.0,2025-12-19,122,2.61,2.54,2.59,2.565,514,6429,0.1774,0.009,-0.035,0.3485,0.2149,3.3125,1.9493
260.0,2025-11-21,94,2.39,2.37,2.42,2.395,1902,5555,0.1773,0.0103,-0.0392,0.3062,0.2149,3.25,2.0877
270.0,2026-01-16,150,2.7,2.68,2.72,2.7,492,73139,0.1753,0.0081,-0.0317,0.3832,0.2149,3.375,1.4815
280.0,2026-03-20,213,3.5,3.4,3.45,3.425,122,12268,0.1748,0.0068,-0.0272,0.4553,0.2149,3.5,1.4599
285.0,2026-04-17,241,3.55,3.35,3.85,3.6,4,0,0.1706,0.0063,-0.0254,0.4768,0.2149,3.5625,13.8889
237.5,2025-08-22,3,0.62,0.61,0.63,0.62,13951,11916,0.1697,0.0382,-0.2134,0.0611,0.2734,2.9688,3.2258
320.0,2026-12-18,486,5.35,5.2,5.3,5.25,26,2263,0.169,0.0044,-0.0189,0.6723,0.2149,4.0,1.9048
370.0,2027-12-17,850,6.58,6.4,6.85,6.625,10,146,0.1671,0.0033,-0.015,0.8825,0.2149,4.625,6.7925
290.0,2026-05-15,269,3.85,3.7,3.8,3.75,3,366,0.1666,0.0058,-0.0239,0.496,0.2149,3.625,2.6667
360.0,2027-06-17,667,4.65,4.65,4.75,4.7,5,143,0.1605,0.0033,-0.0171,0.7616,0.2344,4.5,2.1277
310.0,2026-09-18,395,4.4,4.3,4.4,4.35,32,144,0.16,0.0047,-0.0198,0.5851,0.2149,3.875,2.2989
247.5,2025-09-19,31,1.36,1.28,1.31,1.295,445,0,0.1586,0.0165,-0.0597,0.1654,0.2149,3.0938,2.3166
255.0,2025-10-17,59,1.52,1.49,1.52,1.505,398,6524,0.1551,0.0118,-0.044,0.2232,0.2149,3.1875,1.9934
250.0,2025-09-26,38,1.35,1.27,1.36,1.315,507,1333,0.1512,0.0145,-0.0527,0.1769,0.2149,3.125,6.8441
330.0,2027-01-15,514,4.8,4.65,4.8,4.725,4,3531,0.151,0.004,-0.017,0.6422,0.2149,4.125,3.1746
280.0,2026-02-20,185,2.77,2.62,2.68,2.65,50,1759,0.1499,0.0066,-0.026,0.3842,0.2149,3.5,2.2642
380.0,2027-12-17,850,5.74,5.55,5.95,5.75,16,167,0.1476,0.003,-0.0137,0.8132,0.2149,4.75,6.9565
300.0,2026-06-18,303,3.37,3.3,3.4,3.35,127,11897,0.1461,0.0051,-0.0207,0.4827,0.2149,3.75,2.9851
310.0,2026-08-21,367,3.8,3.5,3.85,3.675,31,10105,0.1456,0.0046,-0.0191,0.53,0.2149,3.875,9.5238
242.5,2025-08-29,10,0.73,0.71,0.73,0.72,3099,1897,0.1442,0.0223,-0.1089,0.091,0.2539,3.0312,2.7778
275.0,2026-01-16,150,2.14,2.05,2.1,2.075,172,8025,0.1432,0.0071,-0.0275,0.3356,0.2149,3.4375,2.4096
245.0,2025-09-05,17,0.83,0.8,0.83,0.815,815,2891,0.1417,0.0187,-0.0787,0.1151,0.2344,3.0625,3.681
400.0,2027-12-17,850,4.33,4.2,4.75,4.475,2,4571,0.1413,0.0027,-0.0141,0.7897,0.2344,5.0,12.2905
270.0,2025-12-19,122,1.96,1.9,1.93,1.915,45,15253,0.1412,0.0078,-0.0298,0.3,0.2149,3.375,1.5666
330.0,2026-12-18,486,4.3,4.15,4.3,4.225,2,1162,0.1396,0.0039,-0.0165,0.5925,0.2149,4.125,3.5503
265.0,2025-11-21,94,1.75,1.71,1.75,1.73,855,39945,0.1358,0.0086,-0.0326,0.2568,0.2149,3.3125,2.3121
405.0,2027-12-17,850,4.0,3.85,4.35,4.1,1,153,0.1337,0.0026,-0.0136,0.7603,0.2344,5.0625,12.1951
320.0,2026-09-18,395,3.4,3.3,3.4,3.35,29,803,0.1279,0.004,-0.0168,0.503,0.2149,4.0,2.9851
290.0,2026-03-20,213,2.35,2.27,2.32,2.295,62,1367,0.1253,0.0054,-0.0215,0.3646,0.2149,3.625,2.1786
340.0,2027-01-15,514,3.9,3.75,3.9,3.825,1,1212,0.1252,0.0035,-0.0148,0.5653,0.2149,4.25,3.9216
300.0,2026-05-15,269,2.74,2.65,2.7,2.675,34,354,0.1248,0.0048,-0.0194,0.4084,0.2149,3.75,1.8692
285.0,2026-02-20,185,2.19,2.09,2.17,2.13,11,268,0.1246,0.0058,-0.0227,0.3386,0.2149,3.5625,3.7559
250.0,2025-09-19,31,0.98,0.96,0.98,0.97,5007,28933,0.1234,0.0139,-0.0501,0.1394,0.2149,3.125,2.0619
395.0,2027-12-17,850,4.6,4.45,4.95,4.7,30,92,0.122,0.0027,-0.0119,0.7137,0.2149,4.9375,10.6383
350.0,2026-12-18,486,2.79,2.73,2.79,2.76,4,4737,0.1175,0.0032,-0.0155,0.5255,0.2344,4.375,2.1739
280.0,2026-01-16,150,1.6,1.59,1.62,1.605,428,29332,0.1157,0.0061,-0.0236,0.2895,0.2149,3.5,1.8692
340.0,2026-12-18,486,3.45,3.35,3.45,3.4,2,689,0.1146,0.0034,-0.0142,0.5164,0.2149,4.25,2.9412
250.0,2025-09-12,24,0.7,0.69,0.71,0.7,1064,10034,0.1117,0.0134,-0.0568,0.1149,0.2344,3.125,2.8571
310.0,2026-06-18,303,2.53,2.43,2.48,2.455,9,3242,0.1111,0.0042,-0.0169,0.3991,0.2149,3.875,2.0367
275.0,2025-12-19,122,1.45,1.42,1.44,1.43,149,4743,0.1108,0.0066,-0.025,0.2534,0.2149,3.4375,1.3986
360.0,2027-01-15,514,2.61,2.5,2.59,2.545,3,2239,0.1081,0.0029,-0.0142,0.5093,0.2344,4.5,3.5363
260.0,2025-10-17,59,0.98,0.97,0.99,0.98,2317,14803,0.1079,0.0092,-0.0339,0.1736,0.2149,3.25,2.0408
350.0,2027-01-15,514,3.2,3.05,3.15,3.1,250,4227,0.1033,0.0031,-0.0128,0.4929,0.2149,4.375,3.2258
290.0,2026-02-20,185,1.76,1.69,1.73,1.71,5,266,0.1028,0.0051,-0.0197,0.2952,0.2149,3.625,2.3392
247.5,2025-09-05,17,0.58,0.55,0.58,0.565,76,0,0.1025,0.0149,-0.0624,0.0916,0.2344,3.0938,5.3097
270.0,2025-11-21,94,1.29,1.23,1.25,1.24,353,1520,0.1021,0.007,-0.0264,0.2098,0.2149,3.375,1.6129
330.0,2026-09-18,395,2.76,2.57,2.63,2.6,1,885,0.1013,0.0034,-0.0141,0.4262,0.2149,4.125,2.3077
410.0,2027-12-17,850,3.8,3.6,3.85,3.725,1,46,0.1006,0.0023,-0.0102,0.6212,0.2149,5.125,6.7114
360.0,2026-12-18,486,2.27,2.23,2.28,2.255,9,2075,0.0982,0.0028,-0.0135,0.4619,0.2344,4.5,2.2173
245.0,2025-08-29,10,0.48,0.45,0.47,0.46,1340,22960,0.0978,0.017,-0.0825,0.0692,0.2539,3.0625,4.3478
255.0,2025-09-26,38,0.82,0.72,0.79,0.755,359,651,0.0946,0.0104,-0.0375,0.1271,0.2149,3.1875,9.2715
252.5,2025-09-19,31,0.72,0.71,0.74,0.725,153,0,0.0943,0.0114,-0.0411,0.1149,0.2149,3.1562,4.1379
240.0,2025-08-22,3,0.32,0.31,0.33,0.32,24848,32701,0.0932,0.0252,-0.1402,0.0403,0.2734,3.0,6.25
285.0,2026-01-16,150,1.3,1.23,1.26,1.245,306,10313,0.0926,0.0052,-0.0199,0.2464,0.2149,3.5625,2.4096
310.0,2026-05-15,269,1.88,1.87,1.94,1.905,5,251,0.092,0.0039,-0.0154,0.3278,0.2149,3.875,3.6745
255.0,2025-09-19,31,0.57,0.54,0.55,0.545,1552,12670,0.0898,0.0101,-0.043,0.1109,0.2344,3.1875,1.8349
330.0,2026-08-21,367,2.2,1.96,2.44,2.2,2,5,0.0893,0.0032,-0.0132,0.3743,0.2149,4.125,21.8182
300.0,2026-03-20,213,1.59,1.53,1.56,1.545,196,5615,0.0877,0.0042,-0.0164,0.2817,0.2149,3.75,1.9417
280.0,2025-12-19,122,1.1,1.06,1.09,1.075,70,5098,0.0859,0.0054,-0.0206,0.2101,0.2149,3.5,2.7907
320.0,2026-06-18,303,1.8,1.8,1.83,1.815,17,3838,0.0834,0.0034,-0.0135,0.3233,0.2149,4.0,1.6529
370.0,2026-12-18,486,1.88,1.83,1.88,1.855,6,1763,0.0818,0.0024,-0.0117,0.4032,0.2344,4.625,2.6954
340.0,2026-09-18,395,2.03,2.02,2.06,2.04,2,272,0.0797,0.0029,-0.0116,0.3564,0.2149,4.25,1.9608
275.0,2025-11-21,94,0.93,0.89,0.91,0.9,176,910,0.0753,0.0056,-0.0209,0.1673,0.2149,3.4375,2.2222
290.0,2026-01-16,150,1.0,0.96,0.98,0.97,107,5120,0.0734,0.0044,-0.0166,0.2069,0.2149,3.625,2.0619
260.0,2025-09-26,38,0.48,0.45,0.49,0.47,304,3226,0.0734,0.0079,-0.0335,0.1051,0.2344,3.25,8.5106
265.0,2025-10-17,59,0.69,0.63,0.65,0.64,188,3709,0.0727,0.0069,-0.0251,0.1293,0.2149,3.3125,3.125
435.0,2027-12-17,850,2.68,1.65,2.93,2.29,4,176,0.0723,0.0018,-0.0078,0.4853,0.2149,5.4375,55.8952
250.0,2025-09-05,17,0.42,0.38,0.4,0.39,770,7079,0.072,0.0114,-0.0478,0.0704,0.2344,3.125,5.1282
300.0,2026-02-20,185,1.15,1.1,1.13,1.115,177,1143,0.0686,0.0037,-0.0143,0.2178,0.2149,3.75,2.6906
440.0,2027-12-17,850,2.55,2.18,2.66,2.42,19,10039,0.0676,0.0017,-0.0074,0.461,0.2149,5.5,19.8347
285.0,2025-12-19,122,0.84,0.81,0.83,0.82,34,882,0.0657,0.0044,-0.0167,0.1714,0.2149,3.5625,2.439
330.0,2026-05-15,269,1.03,0.99,1.06,1.025,1,147,0.0653,0.0027,-0.0126,0.2526,0.2344,4.125,6.8293
390.0,2027-01-15,514,1.48,1.45,1.5,1.475,5,1169,0.0637,0.0019,-0.0094,0.3424,0.2344,4.875,3.3898
247.5,2025-08-29,10,0.3,0.29,0.31,0.3,610,654,0.0637,0.0123,-0.0594,0.05,0.2539,3.0938,6.6667
340.0,2026-06-18,303,1.05,1.02,1.04,1.03,5,7728,0.0626,0.0025,-0.0116,0.2593,0.2344,4.25,1.9417
330.0,2026-06-18,303,1.34,1.35,1.37,1.36,78,1621,0.0619,0.0027,-0.0106,0.2571,0.2149,4.125,1.4706
255.0,2025-09-12,24,0.39,0.38,0.39,0.385,163,2992,0.0618,0.0086,-0.0362,0.0736,0.2344,3.1875,2.5974
310.0,2026-03-20,213,1.09,1.05,1.07,1.06,30,1056,0.0601,0.0031,-0.0121,0.2108,0.2149,3.875,1.8868
242.5,2025-08-22,3,0.18,0.17,0.18,0.175,8145,5952,0.0583,0.0164,-0.1047,0.0282,0.2929,3.0312,5.7143
295.0,2026-01-16,150,0.79,0.75,0.77,0.76,6,2101,0.0577,0.0036,-0.0137,0.1716,0.2149,3.6875,2.6316
280.0,2025-11-21,94,0.68,0.65,0.67,0.66,374,10446,0.0546,0.0044,-0.0162,0.1303,0.2149,3.5,3.0303
260.0,2025-09-19,31,0.33,0.31,0.33,0.32,1072,8674,0.0524,0.0067,-0.0282,0.0732,0.2344,3.25,6.25
250.0,2025-08-29,10,0.2,0.2,0.21,0.205,3983,11537,0.0522,0.0097,-0.0545,0.0428,0.2734,3.125,4.878
290.0,2025-12-19,122,0.65,0.61,0.63,0.62,9,6509,0.0497,0.0036,-0.0133,0.1375,0.2149,3.625,3.2258
252.5,2025-09-05,17,0.29,0.27,0.29,0.28,8,0,0.0493,0.0085,-0.0354,0.0523,0.2344,3.1562,7.1429
270.0,2025-10-17,59,0.45,0.43,0.44,0.435,914,2518,0.0474,0.0049,-0.0178,0.0925,0.2149,3.375,2.2989
400.0,2026-12-18,486,1.11,1.09,1.13,1.11,9,158,0.0464,0.0016,-0.0074,0.259,0.2344,5.0,3.6036
255.0,2025-09-05,17,0.22,0.2,0.21,0.205,402,2666,0.045,0.0073,-0.0355,0.0486,0.2539,3.1875,4.878
300.0,2026-01-16,150,0.64,0.6,0.62,0.61,817,45981,0.045,0.003,-0.0112,0.1406,0.2149,3.75,3.2787
450.0,2027-06-17,667,1.26,1.25,1.31,1.28,25,2531,0.0449,0.0013,-0.0063,0.2957,0.2344,5.625,4.6875
265.0,2025-09-26,38,0.31,0.29,0.32,0.305,24,921,0.0446,0.0053,-0.0225,0.071,0.2344,3.3125,9.8361
310.0,2026-02-20,185,0.77,0.74,0.76,0.75,7,192,0.0445,0.0026,-0.0101,0.1549,0.2149,3.875,2.6667
410.0,2027-01-15,514,1.07,1.05,1.09,1.07,1,976,0.0442,0.0014,-0.0069,0.2563,0.2344,5.125,3.7383
260.0,2025-09-12,24,0.22,0.21,0.23,0.22,145,1044,0.0437,0.006,-0.0296,0.056,0.2539,3.25,9.0909
275.0,2025-10-17,59,0.32,0.3,0.31,0.305,789,2568,0.043,0.0042,-0.0178,0.0855,0.2344,3.4375,3.2787
320.0,2026-02-20,185,0.54,0.5,0.52,0.51,18,4682,0.0414,0.0023,-0.0103,0.1459,0.2344,4.0,3.9216
320.0,2026-03-20,213,0.73,0.74,0.75,0.745,1,1472,0.0403,0.0023,-0.0087,0.1533,0.2149,4.0,1.3423
300.0,2025-12-19,122,0.38,0.38,0.39,0.385,898,37083,0.0401,0.0028,-0.0121,0.1158,0.2344,3.75,2.5974
290.0,2025-11-21,94,0.38,0.36,0.37,0.365,255,461,0.0399,0.0031,-0.0135,0.1012,0.2344,3.625,2.7397
330.0,2026-03-20,213,0.55,0.53,0.54,0.535,50,838,0.0393,0.002,-0.0092,0.1502,0.2344,4.125,1.8692
285.0,2025-11-21,94,0.5,0.48,0.49,0.485,362,319,0.039,0.0033,-0.0122,0.0993,0.2149,3.5625,2.0619
245.0,2025-08-22,3,0.1,0.1,0.11,0.105,8392,11117,0.0373,0.0108,-0.0779,0.0197,0.3124,3.0625,9.5238
295.0,2025-12-19,122,0.49,0.49,0.5,0.495,24,753,0.0371,0.0028,-0.0105,0.1087,0.2149,3.6875,2.0202
330.0,2026-04-17,241,0.8,0.66,0.76,0.71,1,4,0.0368,0.002,-0.0076,0.1512,0.2149,4.125,14.0845
360.0,2026-06-18,303,0.67,0.62,0.64,0.63,1,1420,0.0359,0.0016,-0.0073,0.1661,0.2344,4.5,3.1746
305.0,2026-01-16,150,0.5,0.48,0.49,0.485,22,253,0.0347,0.0024,-0.009,0.114,0.2149,3.8125,2.0619
252.5,2025-08-29,10,0.15,0.13,0.15,0.14,209,155,0.0333,0.0068,-0.0379,0.0298,0.2734,3.1562,14.2857
450.0,2027-01-15,514,0.62,0.62,0.64,0.63,145,17164,0.0315,0.001,-0.0056,0.1943,0.2539,5.625,3.1746
315.0,2026-01-16,150,0.32,0.31,0.32,0.315,3,590,0.031,0.002,-0.0089,0.1038,0.2344,3.9375,3.1746
265.0,2025-09-19,31,0.21,0.19,0.21,0.2,444,9469,0.029,0.0041,-0.0173,0.0452,0.2344,3.3125,10.0
280.0,2025-10-17,59,0.22,0.21,0.23,0.22,203,3710,0.0283,0.003,-0.0126,0.0606,0.2344,3.5,9.0909
340.0,2026-03-20,213,0.39,0.39,0.4,0.395,3,261,0.0271,0.0015,-0.0068,0.1106,0.2344,4.25,2.5316
370.0,2026-06-18,303,0.5,0.49,0.51,0.5,10,329,0.0269,0.0013,-0.0057,0.1308,0.2344,4.625,4.0
450.0,2026-12-18,486,0.57,0.54,0.57,0.555,9,2646,0.0267,0.0009,-0.005,0.1647,0.2539,5.625,5.4054
310.0,2026-01-16,150,0.4,0.38,0.4,0.39,11,38602,0.0266,0.0019,-0.0072,0.0914,0.2149,3.875,5.1282
360.0,2026-05-15,269,0.46,0.44,0.47,0.455,15,30,0.026,0.0013,-0.0059,0.1198,0.2344,4.5,6.5934
270.0,2025-09-26,38,0.21,0.19,0.21,0.2,23,101,0.026,0.0034,-0.0144,0.0455,0.2344,3.375,10.0
440.0,2027-01-15,514,0.71,0.7,0.73,0.715,2,1050,0.0252,0.0009,-0.0043,0.1611,0.2344,5.5,4.1958
247.5,2025-08-22,3,0.06,0.06,0.07,0.065,1923,2581,0.0245,0.0072,-0.0584,0.0139,0.3319,3.0938,15.3846
320.0,2026-01-16,150,0.25,0.25,0.26,0.255,638,13398,0.0244,0.0016,-0.0072,0.085,0.2344,4.0,3.9216
310.0,2025-12-19,122,0.23,0.23,0.24,0.235,11,5202,0.0233,0.0018,-0.0076,0.0738,0.2344,3.875,4.2553
390.0,2026-06-18,303,0.32,0.32,0.34,0.33,10,2363,0.0232,0.001,-0.0054,0.1159,0.2539,4.875,6.0606
270.0,2025-09-19,31,0.14,0.12,0.13,0.125,296,10540,0.0231,0.0032,-0.0154,0.0374,0.2539,3.375,8.0
265.0,2025-09-12,24,0.15,0.13,0.14,0.135,194,358,0.023,0.0036,-0.0173,0.0329,0.2539,3.3125,7.4074
275.0,2025-09-26,38,0.13,0.13,0.15,0.14,10,270,0.0222,0.0028,-0.0136,0.04,0.2539,3.4375,14.2857
380.0,2026-05-15,269,0.29,0.27,0.3,0.285,83,45,0.0214,0.001,-0.0053,0.1018,0.2539,4.75,10.5263
300.0,2025-11-21,94,0.22,0.21,0.22,0.215,109,1971,0.0209,0.0018,-0.0078,0.0592,0.2344,3.75,4.6512
260.0,2025-09-05,17,0.12,0.11,0.12,0.115,371,1360,0.0207,0.0038,-0.0186,0.0255,0.2539,3.25,8.6957
255.0,2025-08-29,10,0.11,0.09,0.1,0.095,234,9075,0.0206,0.0045,-0.0253,0.0199,0.2734,3.1875,10.5263
380.0,2026-06-18,303,0.4,0.4,0.42,0.41,1,363,0.02,0.001,-0.0044,0.102,0.2344,4.75,4.878
370.0,2026-05-15,269,0.36,0.35,0.37,0.36,15,18,0.0188,0.001,-0.0044,0.0912,0.2344,4.625,5.5556
350.0,2026-03-20,213,0.31,0.29,0.3,0.295,1,1402,0.0185,0.0011,-0.0048,0.0799,0.2344,4.375,3.3898
285.0,2025-10-17,59,0.16,0.15,0.16,0.155,20,1222,0.0182,0.002,-0.0086,0.0418,0.2344,3.5625,6.4516
270.0,2025-09-12,24,0.1,0.08,0.09,0.085,39,602,0.0174,0.0026,-0.0147,0.026,0.2734,3.375,11.7647
260.0,2025-08-29,10,0.06,0.06,0.07,0.065,259,1502,0.0163,0.0032,-0.0235,0.0163,0.3124,3.25,15.3846
390.0,2026-05-15,269,0.23,0.21,0.24,0.225,13,3,0.016,0.0008,-0.0041,0.0794,0.2539,4.875,13.3333
305.0,2025-11-21,94,0.16,0.15,0.17,0.16,20,297,0.0148,0.0014,-0.0058,0.0442,0.2344,3.8125,12.5
370.0,2026-03-20,213,0.18,0.17,0.18,0.175,84,2080,0.014,0.0008,-0.0041,0.063,0.2539,4.625,5.7143
265.0,2025-09-05,17,0.08,0.07,0.08,0.075,131,1420,0.0138,0.0025,-0.0141,0.018,0.2734,3.3125,13.3333
320.0,2025-12-19,122,0.15,0.14,0.15,0.145,6,5725,0.0131,0.0011,-0.0046,0.0451,0.2344,4.0,6.8966
280.0,2025-09-26,38,0.11,0.1,0.11,0.105,24,73,0.013,0.0018,-0.0086,0.0253,0.2539,3.5,9.5238
275.0,2025-09-19,31,0.09,0.08,0.09,0.085,245,7487,0.0126,0.0019,-0.0092,0.0223,0.2539,3.4375,11.7647
360.0,2026-03-20,213,0.21,0.21,0.23,0.22,21,691,0.0124,0.0008,-0.0034,0.0569,0.2344,4.5,9.0909
315.0,2025-11-21,94,0.11,0.09,0.1,0.095,1,188,0.0123,0.0011,-0.0054,0.0377,0.2539,3.9375,10.5263
250.0,2025-08-22,3,0.05,0.04,0.05,0.045,5903,20838,0.012,0.0039,-0.0316,0.0076,0.3319,3.125,22.2222
285.0,2025-09-26,38,0.09,0.05,0.08,0.065,62,26,0.0119,0.0015,-0.0085,0.0234,0.2734,3.5625,46.1538
295.0,2025-10-17,59,0.08,0.08,0.09,0.085,37,3543,0.0119,0.0013,-0.0065,0.0291,0.2539,3.6875,11.7647
400.0,2026-05-15,269,0.21,0.17,0.2,0.185,2,573,0.0119,0.0006,-0.0032,0.0615,0.2539,5.0,16.2162
350.0,2026-02-20,185,0.2,0.17,0.19,0.18,12,5,0.0116,0.0008,-0.0034,0.0499,0.2344,4.375,11.1111
252.5,2025-08-22,3,0.03,0.02,0.03,0.025,661,1239,0.0115,0.0034,-0.0341,0.0073,0.371,3.1562,40.0
290.0,2025-10-17,59,0.12,0.11,0.12,0.115,2,2379,0.0114,0.0014,-0.0058,0.028,0.2344,3.625,8.6957
280.0,2025-09-12,24,0.07,0.03,0.09,0.06,1,183,0.0113,0.0016,-0.0115,0.0179,0.3124,3.5,100.0
280.0,2025-09-19,31,0.07,0.06,0.07,0.065,34,5011,0.0109,0.0015,-0.0087,0.0196,0.2734,3.5,15.3846
310.0,2025-11-21,94,0.13,0.11,0.13,0.12,1,52,0.0104,0.001,-0.0043,0.0326,0.2344,3.875,16.6667
265.0,2025-08-29,10,0.03,0.03,0.04,0.035,346,2382,0.0096,0.0019,-0.0159,0.0104,0.3319,3.3125,28.5714
270.0,2025-09-05,17,0.05,0.05,0.06,0.055,18,201,0.0096,0.0017,-0.011,0.0132,0.2929,3.375,18.1818
350.0,2026-01-16,150,0.08,0.07,0.08,0.075,227,6652,0.0092,0.0007,-0.0033,0.0369,0.2539,4.375,13.3333
285.0,2025-09-05,17,0.01,0.01,0.09,0.05,37,85,0.0091,0.0012,-0.0139,0.0126,0.3905,3.5625,160.0
310.0,2025-10-17,59,0.04,0.03,0.1,0.065,140,1394,0.0091,0.0009,-0.0058,0.023,0.2929,3.875,107.6923
